fuel-plugin-celebrer-+-6cc9a39-+-Add dashboard

fuel-plugin-celebrer-+-14fde23-+-Integrate python client

fuel-plugin-celebrer-+-3ec066f-+-Update server.pp

fuel-plugin-celebrer-+-cc7d29a-+-Update ha.pp

fuel-plugin-celebrer-+-2a3084e-+-Update ha.pp

fuel-plugin-celebrer-+-0cd055c-+-Update ha.pp

fuel-plugin-celebrer-+-9f1079f-+-Update auth.pp

fuel-plugin-celebrer-+-f85a004-+-Update keystone.pp

fuel-plugin-celebrer-+-fc2f76d-+-Fix, change credentials to glance

fuel-plugin-celebrer-+-bc44920-+-Update ha.pp

fuel-plugin-celebrer-+-b000cf9-+-Merge branch 'master' of github.com:Mirantis/fuel-plugin-celebrer

fuel-plugin-celebrer-+-7e379e1-+-Adding HA-proxy supports.

fuel-plugin-celebrer-+-29ec047-+-Create auth.pp

fuel-plugin-celebrer-+-412024a-+-Adding keystone supports.

fuel-plugin-celebrer-+-e0741b1-+-Update params.pp

fuel-plugin-celebrer-+-379d534-+-Update server.pp

fuel-plugin-celebrer-+-96d848b-+-Update init.pp

fuel-plugin-celebrer-+-d4ccf8f-+-Update db.pp

fuel-plugin-celebrer-+-a3cfcaa-+-Update server.pp

fuel-plugin-celebrer-+-bd38467-+-Update agent.pp

fuel-plugin-celebrer-+-99a9c8e-+-Update server.pp

fuel-plugin-celebrer-+-6fc8181-+-Update server.pp

fuel-plugin-celebrer-+-390efb9-+-Update server.pp

fuel-plugin-celebrer-+-0c90150-+-Migrate to v2.0.0 FuelPlugin package version

fuel-plugin-celebrer-+-69cd8b7-+-Initial version
pmlc_cinder-+-eb00248-+-Initial commit
pmlc_keystone-+-1503555-+-Add SSL options for admin and public endpoint

pmlc_keystone-+-43efd9d-+-Initial commit
pmlc_neutron-+-35b31d8-+-Fix typo in admin password setting

pmlc_neutron-+-94c7334-+-Add certificate based authentication to APIC driver. Add agent poll interval of 60s rather than default 2s.

pmlc_neutron-+-3bec102-+-Refactor module to use ini_setting rather than file_lines

pmlc_neutron-+-1b4eac9-+-Initial commit
pmlc_nova-+-3b1157b-+-Move live migration and image type out of parameter and into selector based on whether ceph is used or not

pmlc_nova-+-fa6b7bf-+-This is a bit backwards, but default to true on use_ceph and inherit that in the params class to use with a selector for values.

pmlc_nova-+-d47e457-+-This is a bit backwards, but default to true on use_ceph and inherit that in the params class to use with a selector for values.

pmlc_nova-+-8c1c742-+-Fix typo in selector

pmlc_nova-+-2cbe257-+-set use_ceph to true by default. fix typo

pmlc_nova-+-9637a53-+-Add toggle for whether to use ceph or not

pmlc_nova-+-92a0998-+-Initial commit
profiles-+-07b3ef5-+-Set ordering

profiles-+-72df64c-+-remove version parameter

profiles-+-c9a683d-+-Initial commit
puppet-deployapp-+-eef0284-+-Initial Commit
puppet-foreman_proxy-+-f2927ce-+-initial commit
puppet-haproxy-+-c409a09-+-Fix some, but by no means all, of puppet-lint's complaining

puppet-haproxy-+-580e831-+-Commit spec tests for the haproxy module

puppet-haproxy-+-01d46be-+-Use array in config class default

puppet-haproxy-+-98aaa48-+-Ensure hasrestart parameter with haproxy service

puppet-haproxy-+-c4799e5-+-Initial Commit
puppet-manifests-+-879fb44-+-Use hiera lookup to get path to zuul layout

puppet-manifests-+-2ad463e-+-Fix zuul configuration update script

puppet-manifests-+-7a78f1e-+-Enabling non-conditional migration and syncdb for racks.

puppet-manifests-+-7c21a7f-+-Use libvirt 1.2.12 on RHEL bases distros

puppet-manifests-+-42f199d-+-Set Gerrit trigger configuration via jenkins_cli.

puppet-manifests-+-bdd0861-+-Add missed centos7 image required by install tests

puppet-manifests-+-57bf32b-+-Fix known_host creating for Zuul

puppet-manifests-+-e9d2eb1-+-Serve Zuul Merger's Git repositories by Nginx

puppet-manifests-+-3030df2-+-Set global jenkins configuration via jenkins_cli.

puppet-manifests-+-168f1fa-+-Fix bug in apps:mirror

puppet-manifests-+-2d3bc61-+-Fix problem with hiera keys for gerrit ssh server

puppet-manifests-+-fb04cfd-+-Added kolla_build_tests parameter/block

puppet-manifests-+-0583934-+-Fix for uwsgi::application installation

puppet-manifests-+-9996a28-+-Fix for proper file declaration

puppet-manifests-+-11305ef-+-Missed uwsgi declaration fix

puppet-manifests-+-06037b2-+-Fix for missed directory /etc/racks/importers

puppet-manifests-+-5feb88e-+-Ability to enable/disable package installation added

puppet-manifests-+-1ce95e5-+-Revert "remove python-pbr module from manifests"

puppet-manifests-+-1a297ce-+-remove python-pbr module from manifests

puppet-manifests-+-1de84ae-+-Fix for new static path

puppet-manifests-+-98664cd-+-Puppet module update according to new changes in racks

puppet-manifests-+-6cc6930-+-Ensure to notify polkit on adding new rule file

puppet-manifests-+-42c5df1-+-Added polkit rule for libvirt/jenkins on RHEL

puppet-manifests-+-7a14899-+-Set Markup Formatter via jenkins_cli.

puppet-manifests-+-1f7c31e-+-Merge "Moving lab-cz declaration to hiera + LDAP configuration fix"

puppet-manifests-+-ac6da08-+-Fix for more secure permissions on config files

puppet-manifests-+-daf0da1-+-Moving lab-cz declaration to hiera + LDAP configuration fix

puppet-manifests-+-9989e82-+-Ensure to enable transmission daemon on RHEL

puppet-manifests-+-75690f0-+-Small fixes in common class for RHEL,Centos support

puppet-manifests-+-11af530-+-$hiera_hierarchy update according to osfamily fact use

puppet-manifests-+-f56652c-+-Removing lpreports-related data from manifests

puppet-manifests-+-c3b1ba2-+-Upgrade for firewall configuration on ns role

puppet-manifests-+-b0e5c65-+-Added openssl-devel into run_tests for RHEL distros

puppet-manifests-+-f4dbe47-+-MongoDB module update, removing unneccessary apps-class

puppet-manifests-+-2d87611-+-Allow local connections as postgres user

puppet-manifests-+-3473fff-+-Fix problem with installation order in gerrit

puppet-manifests-+-1c32f4a-+-Fix gerrit replication configuration

puppet-manifests-+-319deed-+-Cleanup unprintable garbage symbols from zuul module

puppet-manifests-+-9b52fd0-+-Update zuul manifest

puppet-manifests-+-1373e04-+-Allowing to enable cron puppet job not only for testing

puppet-manifests-+-15e8192-+-Nginx settings update to default ones

puppet-manifests-+-d2851fc-+-Set number of executors via hiera.

puppet-manifests-+-11bc577-+-docstrings for puppet-manifests - part 12

puppet-manifests-+-238890e-+-Yet another manifests update for RHEL/Centos support

puppet-manifests-+-fc06a50-+-Change order for gitweb installation in gerrit

puppet-manifests-+-27b65fa-+-Use 'pkgconfig' name for RHEL based distron

puppet-manifests-+-52febad-+-docstrings for puppet-manifests - part 11

puppet-manifests-+-9d2d282-+-docstrings for puppet-manifests - part 10

puppet-manifests-+-b839fb8-+-docstrings for puppet-manifests - part 9

puppet-manifests-+-e0bc6b4-+-docstrings for puppet-manifests - part 8

puppet-manifests-+-c98032e-+-For rhel/centos distros rename pyyaml pkg to PyYAML

puppet-manifests-+-705d079-+-Fix variable name in pxetool master redirect to https

puppet-manifests-+-85aa342-+-Install python-dev on slave with iso build role

puppet-manifests-+-bece8aa-+-fix wrong characters in puppet::params

